rubygem_id,gem_downloads
56555,30590
56556,4960
56557,7178
56558,12096
56559,42944
56560,44468
56561,193856
56562,12428
56563,5456
56564,20640
56565,52838
56566,21198
56567,10810
56568,20036
56569,9694
56570,8580
56571,5052
56572,20376
56573,7866
56574,12530
56575,51260
56576,3452
56577,14864
56578,6142
56579,8614
56580,5458
56581,16120
56582,22626
56583,5484
56584,11888
56585,1831350
56586,5106
56587,10918
56588,2204
56589,24600
56590,47926
56591,9616
56592,4734808
56593,2330
56594,45534
56595,22392
56597,11264
56598,1504400
56599,0
56600,13376
56601,759618
56602,2270142
56603,5224
56604,8064
56605,183352
56606,18578
56607,5058
56608,10786
56609,10582
56610,12252
56611,5084
56612,22054
56613,9874
56614,5056
56615,5584
56616,26778
56617,5364
56618,9496
56619,21574
56620,5890
56621,84296
56622,6138
56623,9428
56624,5154
56625,4950
56626,5304
56627,25852
56628,11958
56629,6698
56630,10330
56631,9568
56632,33870
56633,5622
56634,16620
56635,6614
56636,4998
56637,5136
56638,30500
56639,211522
56640,177008
56641,144862
56642,26748
56643,5184
56644,9084
56645,103608
56646,18444
56647,20434
56648,15374
56649,9932
56650,4992
56651,5566
56652,202098
56653,5222
56654,4994
56655,9790
56656,9620
56657,4916
56658,4
56659,11534
56660,38284
56661,5012
56662,6086
56663,34316
56664,30096
56665,34328
56666,24752
56667,5078
56668,8938
56669,25250
56670,156614
56671,338362
56672,5474
56673,16252
56674,2890
56675,35052
56676,8882
56677,14
56678,16564
56679,69464
56680,87362
56681,326958
56682,4608
56685,14606
56686,35130
56687,956
56688,8738
56689,5272
56690,5038
56691,5026
56692,5082
56693,283629
56694,6294
56695,5924
56696,6154
56697,5902
56698,4880
56699,11466
56700,12448
56701,48374
56702,9356
56703,5010
56704,5744
56705,36936
56706,37402
56707,36040
56708,778164
56709,11854
56710,140
56711,5676
56712,1410
56713,44428
56714,26892
56715,5010
56716,97552
56717,6246
56718,5794
56719,16022
56720,64632
56721,24886
56722,7210
56723,4590
56724,36438
56725,16324
56726,23732
56728,5164
56729,29906
56730,82886
56731,19982
56732,31526
56733,39170
56734,26282
56735,4994
56736,5282
56737,5320
56738,18258
56739,5504
56740,5282
56741,5954
56742,5132
56743,25526
56744,6306
56745,8850
56746,311442
56747,0
56748,4
56749,5206
56750,6388
56751,6350
56752,9816
56753,35810
56754,14936
56755,15778
56756,6508
56757,10820
56758,23644
56759,25288
56760,916
56761,21518
56762,8214
56763,78412
56764,31732
56765,43128
56766,3645811
56767,3987129
56768,5228
56769,15862
56770,26756
56771,20304
56772,20366
56773,13650
56774,27238
56775,5412
56776,15410
56777,19152
56778,31790
56779,75798
56780,6044
56781,5148
56782,5390
56783,15422
56784,8426
56785,6274
56786,10122
56787,44038
56788,3308
56789,4958
56790,9980
56791,21134
56792,31754
56793,5006
56794,4968
56795,12384
56796,4968
56797,502
56798,26632
56799,14354
56800,5696
56801,37826
56802,10350
56803,80632
56804,5290
56805,5066
56806,5180
56807,57292
56808,15410
56809,536340
56810,34026
56811,145304
56812,2
56813,76584
56816,5234
56817,20062
56818,10306
56819,48304
56820,6274
56821,16632
56822,5108
56823,5176
56824,14548
56825,18830
56826,49330
56827,21452
56828,96194
56830,126442
56831,10264
56832,636696
56833,30470
56834,12984
56835,4396724
56836,35776
56837,41588
56838,31564
56839,8534
56840,68414
56841,38434
56842,4402
56843,5242
56844,5540
56845,153384
56846,18528
56847,4936
56848,8510
56849,16810
56850,131992
56851,10304
56852,10526
56853,12286
56854,17896
56855,9760
56856,6
56857,1642486
56858,8042
56859,46386
56860,11550
56861,8630
56862,5054
56863,490
56864,474132
56865,5706
56866,13252
56867,15870
56868,4956
56869,74616
56870,39756
56871,112392
56872,6012
56873,8408
56874,113180
56875,139880
56876,7682
56877,34870
56878,32694
56879,8872
56880,40242
56881,9858
56882,2
56883,18374
56884,5148
56885,5438
56886,14192
56887,8496
56888,25530
56889,4952
56890,155222
56891,5554
56892,16480
56893,5958
56894,91102
56895,2424186
56896,2714279
56897,71596
56898,2857981
56899,1486257
56900,901297
56901,914248
56902,1158450
56904,15514
56905,26580
56906,7024
56907,8038
56908,19192
56909,25731
56910,172058
56911,37972
56912,10304
56913,72510
56914,9904
56915,11582
56916,10186
56917,25520
56918,9370
56919,37708
56920,74694
56921,5802
56922,8934
56923,32136
56924,12258
56925,41734
56926,15816
56927,25260
56928,29192
56929,5120
56930,18428
56931,19300
56932,60806
56933,76736
56934,46036
56935,12528
56937,17318
56938,87130
56939,95548
56940,13864
56941,362414
56942,13216
56943,16944
56944,4996
56945,50590
56946,97898
56947,19182
56948,54058
56949,10964
56950,31188
56951,33586
56952,9020
56953,5824505
56954,5140
56955,1075358
56956,5808
56957,77420
56958,4368
56959,36836
56960,45994
56961,78852
56962,25298
56963,8518
56964,31358
56965,215552
56966,5164
56967,5304
56968,135460
56969,1014
56970,460668
56971,5568
56972,27744
56973,6095
56974,22712
56975,6126
56976,9038
56977,7980
56978,46372
56979,13062
56980,22600
56981,5430
56982,25076
56983,22
56984,17650
56985,6538
56986,4637118
56987,31258
56988,16914
56989,19356
56990,5034
56991,5462
56992,90432
56993,24790
56994,37958
56995,21254
56996,104
56997,66144
56998,28910
56999,83626
57000,11938
57001,17534
57002,5574
57003,9572
57004,137730
57005,5256
57006,9328
57007,124
57008,82604
57009,95358
57010,407150
57011,92170
57012,20166
57013,35080
57014,16492
57015,13046
57016,23896
57017,12718
57018,6606
57019,92288
57020,82632
57021,96252
57022,82473
57023,24854
57024,3894577
57025,10076
57026,5120
57027,38956
57028,39066
57029,2928
57030,5422
57031,8782
57032,23436
57033,8582
57034,6246
57035,69454
57036,7100
57037,37052
57038,18702
57039,15252
57040,40911
57041,24288
57042,819696
57043,33022
57044,137000
57045,5670333
57046,58400
57047,311542
57048,326548
57049,5030
57050,9530
57051,28636
57052,5096
57053,61656
57054,19912
57055,5640
57056,9446
57057,5228
57058,18758
57059,6318
57060,5866
57061,5888
57062,8924
57063,5390
57064,7024
57065,12430
57066,6
57067,16492
57068,12604
57069,9256
57070,22590
57071,17542
57072,127614
57073,7136
57074,5124
57075,60242
57076,8912
57077,14636
57078,22504
57079,26008
57080,8596
57081,22460
57082,6702
57083,14266654
57084,5654
57085,5102
57086,26694
57087,6360
57088,9868
57089,30778
57090,10402
57091,5076
57092,8442
57093,127022
57094,29726
57095,18930
57096,49548
57097,5968
57098,12632
57099,76430
57100,5246
57101,30026
57102,9200
57103,12206
57104,1606590
57105,15610
57106,53250
57107,19050
57108,15566
57109,8638
57110,66998
57111,327638
57112,23802
57113,15020
57114,12998
57115,35978
57116,8550
57117,5734
57118,5142
57119,8400
57120,16484
57121,6138
57122,19480
57123,5612
57124,12096
57125,113436
57126,11448
57127,8178
57128,37426
57129,68664
57130,18616
57131,13322
57132,12212
57133,14214
57134,1266
57135,32636
57136,15286
57137,19336
57138,5156
57139,16452
57140,182786
57141,5476
57142,38144
57143,63278
57144,8528
57145,12418
57146,21202
57147,2
57148,27076
57149,2372
57150,5374
57151,7008
57152,8592
57153,9928
57154,5696
57155,72980
57156,15846
57157,5760
57158,22394
57159,5420
57160,285850
57161,228018
57162,84008
57163,14812
57164,5346
57165,24662
57166,103716
57167,13652
57168,32934
57169,95674
57170,5142
57171,5132
57172,51624
57173,12524
57174,355744
57175,97620
57176,6090
57177,12926
57178,8816
57179,33646
57180,13226
57181,25632
57182,7392
57183,79828
57184,36276
57185,56618
57186,5774
57187,20236
57188,217130
57189,43936
57191,20054
57192,6984
57193,9246
57194,7090
57195,8468
57196,18336
57197,8476
57198,40324
57199,14882
57200,5248
57201,5670
57202,12098
57203,20936
57204,16898
57205,5904
57206,50702
57207,9896
57209,8162
57211,29234
57213,766178
57214,12984
57215,123236
57216,8788
57217,11564
57218,25904
57219,27692
57220,45472
57221,5068
57222,5042
57224,8948
57225,25082
57226,18524
57227,59152
57228,5182
57229,173762
57230,9656
57231,51356
57232,17994
57233,1446
57234,336
57235,9906
57236,5328
57237,93482
57238,10118
57240,20118
57241,5240
57242,44
57243,9264
57244,16762
57245,161656
57246,170502
57247,136226
57248,32258
57249,36740
57250,59844
57251,90058
57252,5538
57253,4950
57254,199712
57255,144468
57256,5402
57257,7004
57258,9250
57259,5212
57260,14184
57261,211234
57262,42364
57263,272
57264,859695
57265,8682
57266,5178
57267,129698
57268,35988
57269,11002
57270,4948
57271,126122
57273,5578
57274,25038
57275,111512
57276,16202
57277,207006
57278,162308
57279,4916
57280,47146
57281,15568
57282,32388
57283,5070
57284,8660
57285,16136
57286,81374
57287,5580
57288,5080
57289,57976
57290,17156
57291,6176
57292,63860
57293,11652
57294,37848
57295,10192
57296,27170
57297,5864
57298,5286
57299,110276
57300,12198
57301,28888
57302,16342
57303,465953
57304,5190
57305,96876
57306,98916
57307,12236
57308,124586
57309,5360
57310,5262
57311,153888
57312,28300
57313,5114
57314,21140
57315,17320
57316,852
57317,5450
57318,104707
57319,5516
57320,25342
57321,14360
57322,26084
57323,28604
57324,9726
57325,6121
57326,39762
57327,144250
57328,5062
57329,10526
57330,33128
57331,53548
57332,14854
57333,22158
57334,13023
57335,6
57336,89030
57337,66054
57338,12334
57339,9288
57340,168376
57341,6719300
57342,25934
57343,5208
57344,35572
57345,4992
57346,172002
57347,5342
57348,37364
57349,36616
57350,25934
57351,27554
57352,56452
57353,65272
57354,12002
57355,17350
57356,5292
57357,6904
57358,86214
57359,242718
57360,5092
57361,14904
57362,13952
57363,26824
57364,4922
57365,44122
57366,9374
57367,131326
57368,112724
57369,9602
57370,2224
57371,30452
57372,4946
57373,22652
57374,5156
57375,28060
57376,32930
57377,10
57378,11936
57379,5522
57380,4940
57381,5196
57382,5012
57383,43930
57384,12084
57385,6063151
57386,6752
57387,5438
57388,5452
57389,31808
57390,25976
57391,15398
57392,19226
57393,139482
57394,42170
57395,16398
57396,30548
57397,4868
57398,5062
57399,6794
57400,613974
57401,5728
57402,9894
57403,5064
57404,694
57405,14822
57406,15940
57407,5906
57408,7562
57409,81288
57410,8724
57411,1775286
57412,8674
57413,5156
57414,11038
57415,5344
57416,158184
57417,12162
57418,7084
57420,6160
57421,12346
57422,4517841
57423,12734
57424,4538973
57425,8374
57426,5590
57427,10394
57428,6840
57429,371354
57430,52302
57431,4946
57432,5068
57433,14332
57434,4936
57436,26970
57437,26708
57438,5150
57439,445712
57440,112738
57441,21118
57442,31842
57443,18506
57444,5350
57445,4968
57446,10678
57447,22144
57448,24768
57449,26298
57450,14146
57451,212019
57452,15072
57453,26888
57454,16948
57455,25020
57456,67872
57457,189344
57458,35416
57459,49948
57460,14878
57461,5112
57462,7420
57463,26759
57464,5070
57465,9760
57466,5434
57467,12046
57468,6
57469,12480
57470,5956
57471,5812
57472,46102
57473,15170
57474,5588
57475,33844
57476,45472
57477,24600
57478,7510
57479,376
57480,78250
57482,16482
57483,40848
57484,5494
57485,5010
57486,527144
57487,59346
57488,116308
57489,5842
57490,87026
57491,18610
57492,4968
57493,15476
57494,10890
57495,57922
57496,8644
57500,125250
57501,95912
57502,41048
57503,7050
57504,14056
57505,11984
57506,44510
57507,18162
57508,43630
57509,5480
57510,17278
57511,203332
57512,6370
57513,9682
57514,91218
57515,17266
57516,11872
57517,5140
57518,27056
57519,124990
57520,102624
57521,19244
57522,8738
57523,536998
57524,8930
57525,8440
57526,84604
57527,635733
57528,35728
57529,83706
57530,20694
57531,5054
57532,35320
57533,27104
57534,14640
57535,20890
57536,9878
57537,8620
57538,16424
57539,1348955
57540,6884
57541,18124
57542,5108
57545,44448
57546,4944
57547,12404
57548,9198
57549,4972
57550,25524
57551,20500
57552,712
57553,176674
57554,30420
57555,63936
57557,41002
57558,75592
57559,15336
57560,5744
57561,158
57562,12008
57563,25492
57564,8382
57565,2768
57566,11732
57567,296
57568,94819
57569,6746
57570,9474
57571,14978
57572,5680
57573,10084
57574,41282
57575,23690
57576,4956
57577,4988
57578,29656
57579,289026
57580,8456
57581,8132968
57582,82612
57583,73732
57584,31442
57585,10398
57586,31944
57587,12106
57588,5206
57589,33022
57590,4984
57591,40170
57592,16264
57593,25472
57594,19220
57596,5038
57597,12172
57598,4388
57599,30648
57600,16700
57601,6034
57602,470986
57603,19538
57604,12836
57605,66404
57606,122510
57607,41610
57608,299004
57609,125686
57610,9340
57611,6700
57612,8214
57613,9672
57614,4914
57615,63660
57616,18948
57617,8
57618,17572
57619,11848
57620,231994
57621,23324
57622,5004
57623,1324
57624,2688
57625,807170
57626,40084
57627,11170
57628,5370
57629,28608
57630,5230
57631,8734
57632,13298
57633,5432
57634,4998
57635,5444
57636,9370
57637,23768
57638,18862
57639,8908
57640,5600
57641,8702
57642,9770006
57643,3793618
57644,26920
57646,4978
57647,9804
57648,14698
57649,12378
57650,16728
57651,38964
57652,13532
57653,5026
57654,5230
57655,5198
57656,8048
57657,5418
57658,4934
57659,508957272
57660,90688
57661,134278
57662,24
57663,15522
57664,6202
57665,4970
57666,6202
57667,18002
57668,8580
57669,15270
57670,5162
57671,23312
57672,5924
57673,4926
57674,4
57675,111610
57676,13650
57677,276243
57678,29650
57679,9298
57680,29150
57681,279968
57682,39418
57683,35310
57684,270
57685,108410
57686,5146
57687,5058
57688,5138
57689,17806
57690,8634
57691,82614
57692,6884
57693,14422
57694,8810
57695,4838
57696,37570
57697,4650
57698,90268
57699,9250
57700,12972
57701,19184
57702,78
57703,9742
57704,20606
57705,4318
57706,88710
57707,5340
57708,38014
57709,102076
57710,7020
57711,26644
57712,5052
57713,13738
57714,9300
57715,8852
57716,140826
57717,15028
57718,10316
57719,160
57720,1046
57721,28538
57722,8616
57723,36512
57724,26910
57725,492
57726,5524
57727,63320
57728,5078
57729,94
57730,294646
57731,6402
57732,4064
57733,5204
57734,5080
57735,61920
57736,15096
57737,13928
57738,8572
57739,16834
57740,37030
57741,8496
57742,12230
57743,5878
57744,13526
57745,33554
57746,21064
57747,5394
57748,22342
57749,26498
57750,222406
57752,16548
57753,63670
57754,32167
57755,4912
57756,1731378
57757,19636
57758,5376
57759,10968
57760,11824
57761,1929079
57762,424306
57763,4662
57764,5456
57765,34482
57766,2358
57767,75132
57768,4926
57769,8342
57770,12110
57771,45070
57772,55996
57773,24946
57774,8402
57775,4936
57776,263030
57777,8620
57778,7404
57779,8058
57780,35944
57781,27162
57782,44734
57783,5748
57784,14472
57785,4890
57786,26956
57787,10484
57788,20172
57789,5556
57790,5528
57791,13060
57792,6086
57793,74529
57794,44972
57795,258102
57796,8954
57797,26106
57798,12364
57799,80808
57800,442198
57801,11940
57802,6686
57804,8432
57805,10358
57806,14704
57807,15904
57808,5306
57809,17594
57810,30088
57811,53372
57812,9300
57813,9906
57814,4952
57815,18074
57816,23556
57817,15610
57818,210276
57819,11188
57820,12758
57821,351830
57822,10270
57823,5222
57824,4982
57825,5018
57826,37734
57827,14022428
57828,83538
57829,12386
57830,944918
57831,12628
57832,9548
57833,26924
57834,11674
57835,29292
57836,162
57837,5442
57838,12714
57839,8362
57840,45114
57842,5196
57843,5354
57844,5002
57845,9696
57846,18086
57847,5444
57848,11950
57849,27638
57850,7932
57851,121784
57852,5196
57853,15420
57854,51086
57855,14396
57856,6536
57857,72756
57858,18
57859,24448
57860,5082
57861,12354
57862,20994
57863,15060
57864,14812
57865,4980
57866,17770
57867,8698
57868,54626
57869,165606
57870,22290
57871,8012
57872,24726
57873,5064
57874,13356
57875,12946
57876,22374
57877,40062
57878,30304
57879,41588
57880,8688
57881,8458
57882,9614
57883,16350
57884,4
57885,9188
57886,2258538
57887,9072
57888,5246
57889,5714
57890,236630
57891,5644
57892,8184
57893,39224
57894,5380
57895,596052
57896,9814
57897,5060
57898,8752
57899,18628
57900,16922
57901,8042
57902,28858
57903,5030
57904,10914
57905,34288
57906,61226
57907,28828
57908,9406
57909,377548
57910,5892
57911,5308
57912,18292
57913,2448
57914,19246
57915,8594
57916,133886
57917,5654
57918,20438
57919,18162
57920,22482
57921,33526
57922,22350
57923,97144
57924,4444
57925,5680
57926,4972
57927,2190
57928,5874
57929,5030
57930,56420
57931,8352
57932,8568
57933,4982
57934,81988
57935,94652
57936,12906
57937,72226
57938,19310
57939,17716
57940,5812
57941,386942
57942,8782
57943,11028
57944,35478
57945,20540
57946,215114
57947,9572
57948,21082
57949,16078
57950,45660
57951,38568
57952,13414
57953,6686
57954,5240
57955,8508
57956,5100
57957,8784
57958,11274
57959,16
57960,251442
57961,5598
57962,11284989
57963,146744
57964,100316
57965,19252
57966,22
57967,25314
57968,30066
57969,35384
57970,16384
57971,6958
57972,12
57973,5002
57974,5114
57975,14044
57976,5592
57977,2734860
57978,5300
57979,26020
57980,4862
57981,9460
57982,16456
57983,89848
57984,36062
57985,5862
57986,5264
57987,45090
57989,18812
57990,57152
57991,5474
57992,2193807
57993,10330
57994,342764
57995,11614
57996,9034
57997,27548
57998,41174
57999,4850
58000,12014
58001,8526
58002,32622
58003,5510
58004,9812
58005,8876
58006,12228
58007,9824
58008,40726
58009,39748
58010,14
58011,12274
58012,16734
58013,20
58014,36760
58015,30116
58016,5558
58017,14990
58018,12026
58019,39568
58020,62934
58021,19306
58022,9846
58023,5232
58024,10138
58025,52934
58026,20350
58027,31834
58028,26328
58029,79136
58030,9858
58031,9310
58032,83302
58033,8672
58034,8382
58035,2486
58036,12028
58037,174055899
58038,2304947
58039,15130
58040,986784
58041,16462
58042,26012
58043,10
58044,5708519
58046,11806
58047,612898
58048,13162
58049,13064
58050,36296
58051,14958
58052,12462
58053,5584
58054,34216
58055,267507
58056,55004
58057,14700
58058,12136
58059,5454
58060,40534
58061,19851
58062,28662
58063,64191726
58064,174682
58065,5090
58066,5032
58067,22088
58069,18
58070,6
58071,19154
58072,5282
58073,24978
58074,39416
58075,21002
58076,4824
58077,59568
58078,9396
58079,7504
58080,27446
58081,46
58082,7694
58083,5130
58084,5112
58085,85676
58086,22510
58087,9202
58088,5384
58089,27686
58090,11164
58091,9836
58092,10964
58093,5288
58094,5064
58095,21232
58096,15752
58097,8752
58098,5596
58099,16658
58100,8
58101,5008
58102,1058322
58104,15968
58105,5124
58106,8794
58107,7590
58108,40428
58109,5348
58110,45142
58111,10882
58112,6582
58113,51338
58114,29888
58115,39750
58116,50142
58117,30994
58118,10646
58119,13264
58120,122242
58121,9760
58122,9834
58123,111990
58124,25554
58125,5140
58126,10866
58127,16150
58128,66040
58129,24522
58130,2276
58131,5294
58132,11762
58133,8816
58134,5018
58135,63704
58136,73322
58137,25540
58138,46634
58139,53416
58140,14004
58141,5854
58142,4914
58143,11870
58144,22988
58145,15144
58146,10890
58147,4884
58148,9810
58149,10536
58150,11820
58151,49088
58152,28112
58153,27636
58154,15808
58155,7484
58156,12360
58157,610314
58158,5476
58159,5572
58160,4950
58161,43068
58162,39410
58163,8376
58164,5042
58165,12618
58166,18812
58167,26274
58168,2504
58169,281496
58170,6804
58171,60234
58172,15424
58173,111338
58174,19990
58175,9740
58176,5322
58177,17358
58178,4071113
58179,70672
58180,10380
58181,35424
58182,5144
58183,74722
58184,10636
58185,10476
58186,14520
58187,8644
58188,131264
58189,5598
58190,4944
58191,4914
58192,18224
58193,648
58194,11846
58195,8036
58196,5202
58197,5524
58198,99400
58199,39260
58200,8594
58201,7373711
58202,9856
58203,19130
58204,6596
58205,4940
58206,42466
58207,118306
58208,5546
58209,66074
58210,24330
58211,5076
58212,5508
58213,7252
58214,23930
58215,15522
58216,4974
58217,5732
58218,2
58219,0
58220,18460
58221,5196
58222,6302
58223,5206
58224,8796
58225,38960
58226,45064
58227,40
58228,64334
58229,5200
58230,30335331
58231,54448
58232,5196
58233,31780
58234,27530
58235,21026
58236,62754
58237,5236
58238,357911
58239,13622
58240,13362
58241,9010
58242,4874
58243,8450
58244,11582
58245,12714
58246,14652
58247,3904
58248,21986
58249,45184
58250,23766
58251,7294
58252,17316
58253,48034
58254,12508
58255,42364
58256,5894
58257,7678
58258,5076
58259,34550
58260,130764
58261,42626
58262,66952
58263,4946
58264,211736
58265,25318
58266,78226
58267,9936
58268,34688
58269,20938
58270,202360
58271,21364
58272,28012
58273,11264
58274,8762
58275,0
58276,27194
58277,232730
58278,36376
58279,28622
58280,502340
58281,42138
58282,5456
58283,63172
58284,16136
58285,9662
58286,5140
58287,2182
58288,81244
58289,37802
58290,51830
58292,21714
58293,27084
58294,2538137
58295,22932
58296,5450
58297,5220
58298,5436
58299,50776
58300,309218
58301,7092
58302,16654
58303,22962
58304,9638
58305,15604
58306,30848
58307,119948
58308,12460
58309,16024
58310,7282
58311,21950
58312,5512
58313,5072
58314,46398
58315,95240
58316,12322
58317,14666
58318,17900
58319,8498
58320,126214
58321,20408
58322,18254
58323,41140
58324,11988
58325,5388
58326,25110
58327,31322
58328,5946
58329,17458
58330,5718
58331,16532
58332,8257692
58333,99846
58334,4902
58335,128990
58336,5762
58337,8424
58339,57594
58340,19894
58341,27416
58342,4996
58343,34386
58344,673626
58345,42546
58346,20408
58347,5906
58348,92046
58349,8210
58350,21318
58351,6422
58352,8342
58353,45650
58354,5182
58355,6028
58356,24992
58357,8526
58358,59854
58359,4952
58360,28408
58361,29604
58362,98686
58363,15450
58364,37116
58365,12098
58366,158537
58367,7392
58368,7742
58369,15064
58370,50582
58371,22666
58372,64998
58373,4746
58374,20
58375,7444
58376,76238
58377,5018
58378,8696
58379,5360
58380,9052
58381,30188
58382,5026
58383,5226
58384,18608
58385,8888
58386,19300
58387,14630
58388,98206
58389,30704
58390,27704
58391,10644
58392,5040
58393,331466
58394,72024
58395,97816
58396,957328
58397,8772
58398,5266
58399,39194
58400,28148
58401,7274
58402,14794
58403,10830
58404,4996
58405,41218
58406,62642
58407,25402
58408,3340
58409,1056
58410,12334
58411,8392
58412,64138
58413,41442
58414,14492
58415,27854
58416,34120
58417,12542
58418,8046
58419,28313
58420,11398
58421,50850
58422,10
58423,28480
58424,49686
58425,4
58426,4844
58427,40660
58428,27940
58429,32108
58430,18284
58431,21816
58432,390898
58433,8598
58434,15858
58435,10592
58436,9868
58437,31174
58438,7896
58439,2566632
58440,18058
58441,11502
58442,5222
58443,2078
58444,30652
58445,5204
58446,6888
58447,37184
58448,21220
58449,16324
58451,426944
58452,117944
58453,30400
58454,19898
58455,5168
58456,32802
58457,5918
58458,22688
58459,4950
58460,11858
58461,570
58462,4932
58463,4
58464,5060
58465,22904
58466,2858
58467,9242
58468,9522
58469,4938
58470,1135501
58471,4
58472,11158
58473,118628
58474,14872
58475,21474
58476,5316
58477,4996
58478,31140
58479,4908
58480,185332
58481,16050
58482,72
58483,72858
58484,9768
58485,9326
58486,25970
58487,8472
58488,96244
58489,6406
58490,16662
58491,5004
58492,11934
58493,178812
58494,16100
58495,8454
58496,37506
58497,24724
58498,17394
58499,9716
58500,53696
58501,157044
58502,5564
58503,318310
58504,31080
58505,8354
58506,5962
58507,10370
58508,5944
58509,986852
58510,23408
58511,23636
58512,11852
58513,11308
58514,4898
58515,8144
58516,11510
58517,2237035
58518,47120
58519,12198
58520,5332
58521,5372
58522,48056
58523,18480
58524,140898
58525,11622
58526,5244
58527,14152
58528,5170
58529,21240
58530,276108
58531,57880
58532,18716
58533,21034
58534,4940
58535,9798
58536,54800
58537,8426
58538,12312
58539,10014
58540,268892
58541,4
58542,15048
58543,23118
58544,118522
58545,45820
58546,5518
58547,48602
58548,474302
58549,4
58550,14952
58551,5480
58552,14282
58553,5472
58554,14824
58555,52368
58556,25682
58557,53505
58558,34406
58559,8534
58560,5824
58561,5604
58563,5344
58564,27456
58565,19210
58566,21330
58567,13014
58568,4806
58569,11366
58570,14964
58571,38600
58572,8818
58573,32722
58574,10530
58575,14162
58576,5018
58577,4962
58578,4968
58579,5660
58580,11278
58581,90626
58582,17384
58583,310
58584,8252
58585,153442
58586,6782
58587,5302
58588,25314
58589,27936
58590,8344
58591,7553219
58592,38660
58593,64560
58594,8530
58595,17790
58596,47034
58597,8192
58598,4894
58599,9124
58600,4956
58601,11902
58602,19878
58603,20998
58604,4898
58605,19544
58606,65012
58607,48724
58608,8502
58609,8704
58610,8296
58611,4980
58612,22326
58613,46104
58614,4936
58615,16334
58616,5100
58617,8738
58618,38536
58619,62544
58620,22592
58621,9062
58622,19660
58623,24
58624,43930
58625,11424
58626,23764
58627,4988
58628,15094
58629,5178
58630,19606
58631,34140
58632,17808
58633,5012
58634,28710
58635,18790
58636,5880
58637,19740
58638,25072
58639,11678
58640,64638
58641,14474
58642,34206
58643,51698
58644,15728
58645,4938
58646,9808
58647,39874
58648,86068
58649,2424
58650,4856
58651,4940
58652,5080
58653,5196
58654,5634
58655,4208
58656,11912
58657,5370
58658,61520
58659,19640
58660,19380
58661,20478
58662,8338
58663,18726
58664,32070
58665,5910
58666,42628
58667,5208
58668,42874
58669,93674
58670,4998
58671,256512
58672,16088
58673,19150
58674,16032
58675,15942
58676,70882
58677,30698
58678,9158
58679,39080
58680,5054
58681,4884
58682,8732
58683,47548
58684,5070
58685,50650
58686,32956
58687,12664
58688,44284
58689,12600
58690,4956
58691,5816
58692,6
58693,58990
58694,19310
58695,10256
58696,163574
58697,13358
58698,46996
58699,48518
58700,21784
58701,15794
58702,16418
58703,38866
58704,4962
58705,81772
58706,31195
58707,23120
58708,282
58709,2426204
58710,143272
58711,29318
58712,28236
58713,49158
58714,5742
58715,5044
58716,28158
58717,10178
58718,17420
58719,10922
58720,9760
58721,5230
58722,863640
58723,3452
58724,19124
58725,5016
58726,34090
58727,438
58728,5062
58729,5142
58730,10212
58731,11774
58732,14044
58733,8770
58734,12664
58735,528984
58736,17764
58737,43218
58738,29000
58739,16374
58740,309532
58741,365900
58742,28230
58743,19018
58744,114089
58745,25200
58746,13060
58747,5618
58749,18246
58750,93788
58751,14490
58752,18474
58753,9332
58754,31768
58755,5586
58756,22736
58757,25186
58758,7524
58759,13002
58760,5318
58762,8560
58763,17982
58764,8568
58765,8706
58766,8706
58767,2180
58768,15006
58769,9168
58770,13194
58771,5024
58772,5156
58773,7304
58774,4888
58775,18666
58776,9394
58777,11096
58778,8230
58779,15314
58780,1227255
58781,5570
58782,252848
58783,14632
58784,6992
58785,12548
58786,4950
58787,5138
58788,5362
58789,176
58790,48830
58791,14522
58792,16820
58793,92964
58794,21764
58795,688
58796,9268
58797,31692
58798,44004
58799,11172
58800,5120
58801,17406
58802,6512
58803,140580
58804,11472
58805,4846
58806,11368
58807,16266
58808,211845
58809,5186
58810,5170
58811,31620
58812,6210
58813,51820
58814,27309
58815,99548
58816,4766
58817,7142
58818,71876
58819,7956
58820,22
58821,12138
58822,6838
58823,8668
58824,71918
58825,4890
58826,4888
58827,11684
58828,142985
58829,26554
58830,13656
58831,12586
58832,5178
58833,10
58834,5638
58835,6626
58836,15024
58837,4936
58838,5260
58839,3744
58840,8496
58841,18462
58842,23010
58843,11084
58844,13036
58845,19692
58846,28668
58847,4912
58848,40060
58849,5872
58850,12104
58851,2238
58852,18980
58853,4944
58854,3970
58855,12092
58856,18984
58857,56760
58858,4106076
58859,46
58860,10916
58861,14296
58862,10382
58863,5176
58864,43394
58865,5052
58866,692826
58867,92566
58868,10808
58869,1094723
58870,14
58871,25148
58872,5966
58873,13756
58874,5224
58875,8712
58876,4868
58877,2736
58878,8378
58879,15396
58880,3444
58881,5110
58882,9556
58883,4884
58884,16018
58885,17410
58886,63836
58887,7924
58888,4890
58889,14918
58890,8372
58891,17642
58892,5056
58893,4834
58894,921385
58895,57648
58896,36800
58897,84
58898,8256
58899,12454
58900,19024
58901,32160
58902,5716
58903,5244
58904,19302
58905,5108
58906,394040
58907,47004
58909,7906
58910,8398
58911,9814
58912,5008
58913,199518
58914,56898
58915,4914
58916,14550
58917,13530
58918,12290
58919,15476
58920,49798
58921,33386
58922,17822
58923,55422
58924,2082
58925,21744
58926,5670
58927,32184
58928,4964
58929,5648
